Id,label
1231,0
1232,0
1233,1
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,1
1242,1
1243,1
1244,0
1245,0
1246,0
1247,1
1248,0
1249,1
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,1
1258,1
1259,0
1260,0
1261,0
1262,0
1263,1
1264,0
1265,1
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,0
1274,0
1275,0
1276,1
1277,0
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,1
1286,1
1287,1
1288,0
1289,0
1290,1
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,0
1298,1
1299,1
1300,0
1301,1
1302,0
1303,1
1304,0
1305,1
1306,0
1307,1
1308,1
1309,1
1310,0
1311,1
1312,0
1313,0
1314,1
1315,1
1316,0
1317,0
1318,0
1319,0
1320,1
1321,0
1322,1
1323,1
1324,0
1325,0
1326,1
1327,0
1328,0
1329,0
1330,0
1331,1
1332,0
1333,0
1334,1
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,1
1350,0
1351,0
1352,0
1353,1
1354,0
1355,1
1356,1
1357,0
1358,1
1359,0
1360,0
1361,0
1362,0
1363,1
1364,0
1365,0
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,0
1373,1
1374,0
1375,0
1376,0
1377,0
1378,1
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,1
1386,1
1387,1
1388,0
1389,1
1390,0
1391,1
1392,1
1393,0
1394,0
1395,1
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,1
1407,0
1408,1
1409,1
1410,0
1411,0
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,1
1419,0
1420,0
1421,1
1422,1
1423,0
1424,0
1425,0
1426,0
1427,0
1428,1
1429,0
1430,0
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,0
1440,0
1441,1
1442,0
1443,1
1444,1
1445,1
1446,1
1447,0
1448,0
1449,0
1450,1
1451,0
1452,1
1453,1
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,0
1462,0
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,1
1474,1
1475,1
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,1
1486,1
1487,0
1488,1
1489,0
1490,0
1491,0
1492,0
1493,1
1494,0
1495,1
1496,1
1497,1
1498,1
1499,0
1500,0
1501,0
1502,1
1503,0
1504,1
1505,1
1506,0
1507,1
1508,0
1509,1
1510,0
1511,0
1512,1
1513,0
1514,1
1515,0
1516,0
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,0
1525,0
1526,0
1527,1
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,0
1535,0
1536,1
1537,1
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,0
1545,1
1546,1
1547,1
1548,1
1549,1
1550,0
1551,1
1552,1
1553,1
1554,0
1555,0
1556,0
1557,0
1558,0
1559,1
1560,0
1561,0
1562,0
1563,1
1564,1
1565,1
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,1
1575,0
1576,1
1577,0
1578,1
1579,0
1580,1
1581,0
1582,1
1583,0
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,1
1591,0
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,1
1608,0
1609,1
1610,1
1611,1
1612,1
1613,1
1614,0
1615,0
1616,1
1617,0
1618,0
1619,0
1620,1
1621,1
1622,1
1623,0
1624,1
1625,1
1626,0
1627,1
1628,0
1629,0
1630,0
1631,0
1632,1
1633,0
1634,0
1635,1
1636,0
1637,0
1638,0
1639,1
1640,1
1641,0
1642,1
1643,1
1644,0
1645,1
1646,1
1647,0
1648,1
1649,1
1650,1
1651,0
1652,0
1653,1
1654,0
1655,0
1656,0
1657,1
1658,1
1659,0
1660,1
1661,0
1662,1
1663,0
1664,0
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,0
1675,0
1676,0
1677,1
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,1
1685,0
1686,1
1687,0
1688,0
1689,1
1690,1
1691,0
1692,0
1693,0
1694,1
1695,1
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,1
1704,0
1705,0
1706,0
1707,1
1708,0
1709,1
1710,0
1711,1
1712,1
1713,1
1714,1
1715,1
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,1
1723,1
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,0
1731,0
1732,0
1733,0
1734,1
1735,0
1736,1
1737,1
1738,1
1739,1
1740,0
1741,1
1742,0
1743,1
1744,1
1745,1
1746,1
1747,1
1748,0
1749,1
1750,1
1751,1
1752,1
1753,1
1754,0
1755,1
1756,0
1757,0
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,1
1765,1
1766,1
1767,1
1768,1
1769,0
1770,1
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,1
1790,1
1791,0
1792,0
1793,1
1794,1
1795,0
1796,1
1797,1
1798,1
1799,1
1800,0
1801,0
1802,1
1803,1
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,1
1811,0
1812,0
1813,0
1814,1
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,1
1822,1
1823,0
1824,1
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,0
1833,0
1834,0
1835,1
1836,1
1837,0
1838,0
1839,1
1840,1
1841,0
1842,0
1843,1
1844,0
1845,1
1846,1
1847,0
1848,1
1849,0
1850,0
1851,1
1852,1
1853,0
1854,1
1855,0
1856,0
1857,1
1858,1
1859,0
1860,1
1861,1
1862,1
1863,1
1864,0
1865,0
1866,1
1867,0
1868,0
1869,0
1870,1
1871,0
1872,1
1873,1
1874,0
1875,0
1876,1
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,1
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,0
1897,0
1898,1
1899,1
1900,1
1901,0
1902,0
1903,1
1904,1
1905,1
1906,0
1907,0
1908,1
1909,0
1910,1
1911,1
1912,0
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,1
1921,1
1922,1
1923,1
1924,1
1925,0
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,1
1933,1
1934,0
1935,0
1936,1
1937,1
1938,1
1939,0
1940,0
1941,0
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,1
1954,1
1955,1
1956,0
1957,0
1958,1
1959,1
1960,0
1961,1
1962,0
1963,0
1964,1
1965,1
1966,1
1967,0
1968,1
1969,1
1970,1
1971,1
1972,0
1973,1
1974,1
